ID,Name,Description,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
78BE82124738D443CDE4C4E8C55BFF1D,əɪa,LATIN SMALL LETTER SCHWA - LATIN LETTER SMALL CAPITAL I - LATIN SMALL LETTER A,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+,-","-,-,+","-,+,-",-,-,-,-,+,-,-,-,0,-,-,0
284071A821AF2D3B3F75276D17480EC1,əʊɪ,LATIN SMALL LETTER SCHWA - LATIN SMALL LETTER UPSILON - LATIN LETTER SMALL CAPITAL I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+,-",+,-,-,0,0,0,+,"-,+,+",-,"-,-,+","-,+,-",-,-,-,+,-,-,-,0,-,-,0
BA6A8E7A30641E624BBF91AD6494445C,iəɪ,LATIN SMALL LETTER I - LATIN SMALL LETTER SCHWA - LATIN LETTER SMALL CAPITAL I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-,+",-,"+,-,+",-,"+,-,-",-,-,+,-,-,-,0,-,-,0
F73A1AF6C3484AF4C8093B5787023EE0,oəɪ,LATIN SMALL LETTER O - LATIN SMALL LETTER SCHWA - LATIN LETTER SMALL CAPITAL I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"-,-,+",-,"-,-,+","+,-,-","+,-,-",-,-,+,-,-,-,0,-,-,0
F281404923338759CB33C4CFA6B15BDA,ya,LATIN SMALL LETTER Y - LATIN SMALL LETTER A,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,0,-,-,0
E5FD9B0647E30A73EE8EC9B0BE04235D,ɐɪ,LATIN SMALL LETTER TURNED A - LATIN LETTER SMALL CAPITAL I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+","+,-","-,+",-,-,-,-,+,-,-,-,0,-,-,0
134FE387E1B4A61997EA58E3027E03CB,ɐʊ,LATIN SMALL LETTER TURNED A - LATIN SMALL LETTER UPSILON,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",-,-,-,+,-,-,-,0,-,-,0
49DA81BE9F20D5943AAF9F738EE4558C,c̻̟,LATIN SMALL LETTER C - COMBINING SQUARE BELOW - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
F1C6D6782A3116F1A77A195F4EB3AA1E,ɭ̟,LATIN SMALL LETTER L WITH RETROFLEX HOOK - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
33584EC36466FEDD5C1B3283D2BFEAF3,ʎ̻̟,LATIN SMALL LETTER TURNED Y - COMBINING SQUARE BELOW - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
F3EAB14FFCA6935A214F3C4A09B0CAAF,ɲ̻̟,LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING SQUARE BELOW - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
4268E36FA97545B29FAC34BBD5F56881,ɳ̟,LATIN SMALL LETTER N WITH RETROFLEX HOOK - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
F4B9CDA3749458BE6C1FA304D0CB3B0D,ɻ̟,LATIN SMALL LETTER TURNED R WITH HOOK - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,-,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
D8069E188309897E023BF0DED9D3C70B,ʈ̟,LATIN SMALL LETTER T WITH RETROFLEX HOOK - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
7EE9E76BCDA806203D4F4A44E1D615D6,d̪ˤː,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
DB415281921248FCDAF723AFA0D986E4,ʜ,LATIN LETTER SMALL CAPITAL H,consonant,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,+,+,-,-,-,-,-
6E19BC71C7BA3627528F05A29A570CEE,ʜː,LATIN LETTER SMALL CAPITAL H - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,+,+,-,-,-,-,-
657927591D7E6185B6BCE4C3AA68423F,l̪ˤ,LATIN SMALL LETTER L - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
6868B4CD47DC45220B85E014BEE6492C,l̪ˤː,LATIN SMALL LETTER L - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
8119CBA9EE3F60EE9F9E41FCF4FD74C2,n̪ˤ,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
7817826F9B8FC95FD256CA8B45ABC498,r̪ˤ,LATIN SMALL LETTER R - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
943510DC2AACCAAD40CC09F919CD3627,r̪ˤː,LATIN SMALL LETTER R - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
2081BFFB1C6DA841C3E31ECDCDFA1410,ʁʷː,LATIN LETTER SMALL CAPITAL INVERTED R - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
E8DCD23FF38BD0F3599D0C1FBE905E55,s̪ˤː,LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
79AD8588E98572918D1BD4C313D6CBA7,ʃˤ,LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
75E5E962453B64EF9D816C2BBD771852,t̪ˤː,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
CE97E94F8139FE03F0A44F07B14127E8,z̪ˤː,LATIN SMALL LETTER Z - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
7E342474955341DB242D2DF2B4E02EA6,ʒˤ,LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
0A9E1E8E2C770517C19667079343B043,ʒˤː,LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
6D14434F05475BB58E79E365F01C1DDB,ʎ̟̥,LATIN SMALL LETTER TURNED Y - COMBINING PLUS SIGN BELOW - COMBINING RING BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
3137C76C1D9CEE82DFDEDC7ED3F3296A,ɲ̟̥,LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING PLUS SIGN BELOW - COMBINING RING BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
040C01543688D09B3363C132C24373EB,nb,LATIN SMALL LETTER N - LATIN SMALL LETTER B,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",-,-,"+,-",+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
9F33F3FE0F7FD259D4B957CDCF0384E4,ae̯,LATIN SMALL LETTER A - LATIN SMALL LETTER E - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
602B10B4EA1C787D1BA75007170E4206,aɵ̯,LATIN SMALL LETTER A - LATIN SMALL LETTER BARRED O - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,-,+,-,-,+,-,-,-,0,-,-,0
3A5DFED2E6C2F9AE2B455251364B7209,ɑˤː,LATIN SMALL LETTER ALPHA - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,+,-,+,-,-,-,0,-,-,0
0D9A45F3223EEE5288D7AA628D73DA55,ɞʏ̯,LATIN SMALL LETTER CLOSED REVERSED OPEN E - LATIN LETTER SMALL CAPITAL Y - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"-,+",-,-,-,-,+,-,-,-,0,-,-,0
18B79B2AA0E0DABDEAAC64B15794F159,i̩ː,LATIN SMALL LETTER I - COMBINING VERTICAL LINE BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
B6482B7D22CAC7B5D032C379D3F0E098,oˤː,LATIN SMALL LETTER O - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,+,-,+,-,-,-,0,-,-,0
DF1F73BF580F44F0A69CC5153FCED134,ɔˤː,LATIN SMALL LETTER OPEN O - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
369E1B37E014EBB0BDF75DD2016B16FE,ʊˤː,LATIN SMALL LETTER UPSILON - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,+,-,+,-,-,-,0,-,-,0
444C5411AC42FDDC44ACFFDC9A4E669F,ʌˤː,LATIN SMALL LETTER TURNED V - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
B5D7570AB6F97E86267F82BF47BEE82B,˥˩˩˥,MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC11A28468FA9D69802C6BE019A0C394,˦˩˨,MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER LOW TONE BAR,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C75E7CDB1D2363B05CED00038BB8193,ʰkː,MODIFIER LETTER SMALL H - LATIN SMALL LETTER K - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,"+,-",-,-,-,-,-
72EE149ABE5D6428633E09FB62AA0B6D,ʰpː,MODIFIER LETTER SMALL H - LATIN SMALL LETTER P - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
CFFC6346F9BE7ADCF66A12C926A92F59,ʰtː,MODIFIER LETTER SMALL H - LATIN SMALL LETTER T - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
BE090A79164ACBDB8AF33854A658A86B,ʰtsː,MODIFIER LETTER SMALL H - LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
394E1F44BAC7AB2A0145D88114D61905,ʰt̠ʃː,MODIFIER LETTER SMALL H - LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
62A2BD9DC94D7CE30BC7D64001B05A96,ˀmː,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER M - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,"+,-",-,-,-,-
146D8212A6A5C540C8F551EE149DB45B,ˀnː,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER N - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,"+,-",-,-,-,-
FF9295E0DD2B473A7AD543BBB2453444,ˀɲː,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER N WITH LEFT HOOK - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,"+,-",-,-,-,-
77EF33A8C28755700BB158FDC197BCA4,tɬː,LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,"-,+",+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
03248439595004FA614E7DA80E21CD3E,tɬʼː,LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,"-,+",+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,"-,+",-,"-,+",-,-
007D6C224EF4455FF4620ACC091B30DE,ɲcʰ,LATIN SMALL LETTER N WITH LEFT HOOK - LATIN SMALL LETTER C - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,"-,+",-,-,-,-,-
BAEA4390294AF3B435D1453B425EB936,ɛ̠,LATIN SMALL LETTER OPEN E - COMBINING MINUS SIGN BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
785681ED2A14DB930FFB5059356BC1AC,ɤ̟̹,LATIN SMALL LETTER RAMS HORN - COMBINING PLUS SIGN BELOW - COMBINING RIGHT HALF RING BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,0,+,-,-,+,-,-,-,0,-,-,0
D842A6B5A38EFC7B958FE93D58943CF9,ɯ̟,LATIN SMALL LETTER TURNED M - COMBINING PLUS SIGN BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,0,+,-,-,+,-,-,-,0,-,-,0
D8CE4639F79D55AC40A3EA3754ECD359,ð̪̺,LATIN SMALL LETTER ETH - COMBINING BRIDGE BELOW - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
3BC1F6D2610834969E5525A131FC9E41,l̺,LATIN SMALL LETTER L - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
7936CAAAA54EE935B64C664177740A51,t̪̺,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
6BEE78CB5D3F2B88916789649B05998E,y̞,LATIN SMALL LETTER Y - COMBINING DOWN TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,0,-,-,+,-,-,-,0,-,-,0
44A425A59A179C0C441C57781DF2FE98,j̊,LATIN SMALL LETTER J - COMBINING RING ABOVE,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,-,-,-,-,-,-,-,-
ABABF1A1977521E9C86A890D7F619435,ɬˠ,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL GAMMA,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
2F644EE671F526DAFDFBFF2186A2E444,äː,LATIN SMALL LETTER A - COMBINING DIAERESIS - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
071B27BFC9886BCB6E350FABA91E7164,d̺ʱ,LATIN SMALL LETTER D - COMBINING INVERTED BRIDGE BELOW - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
BEDF3FDA1D9B73CA03F78EA5035082F9,n̪ʱ,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
192565CF2232F788E474AD44A337BBE3,t̺ʰ,LATIN SMALL LETTER T - COMBINING INVERTED BRIDGE BELOW - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
D722C3F9AA511F4B66A632F685AFA60C,ɑːi̯,LATIN SMALL LETTER ALPHA - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER I - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
CB5F6C35EB535671871C49E5A14A6974,eːi̯,LATIN SMALL LETTER E - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER I - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,-,-,0
5C578D0BC5B8F2701CD733E6767EB100,oːu̯,LATIN SMALL LETTER O - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER U - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,-,-,0
A3A19903330AD9E40B127ACDFDB5E652,ɫ̪,LATIN SMALL LETTER L WITH MIDDLE TILDE - COMBINING BRIDGE BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
51027A5C6A1BDEAEA15ADE8085D4FEF9,ɯ̽,LATIN SMALL LETTER TURNED M - COMBINING X ABOVE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,0,-,-,0,0,-,-,+,-,-,-,0,-,-,0
5EB761CFA5B10F5C8C60CF159F32F39E,ɛ̯æː,LATIN SMALL LETTER OPEN E - COMBINING INVERTED BREVE BELOW - LATIN SMALL LETTER AE - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,"-,+",-,"-,+",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"-,+",+,-,-,-,-,+,-,-,-,0,-,-,0
48E1443213409C34E198FB927D442F52,ɔaː,LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER A - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,"-,+",-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",-,-,-,+,-,-,-,0,-,-,0
072B82267D472406A6CAD748B93EEC42,pˤʰ,LATIN SMALL LETTER P - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
8A3DDA63091A85F8D904F17B59A0B1F1,r̺̥,LATIN SMALL LETTER R - COMBINING INVERTED BRIDGE BELOW - COMBINING RING BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
9C92E1739CAB8F205ECFAA41D45A9349,ɾ̺,LATIN SMALL LETTER R WITH FISHHOOK - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
B1D940787BCEA467D987A0D10F454CD8,tsˤʰ,LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
68340470E34D500CF30E781A8410368A,t̠ʃˤʰ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
250E55139440A7D29563A3C71372E05C,t̠ʃˤʼ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,-,-,-,+,-,+,-,-
8F96F83FCDD5B62F8440BB7F54AFE417,t̪ˤʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
